;Invoice ID;Branch;City;Customer type;Gender;Product line;Unit price;Quantity;Tax 5%;Total;Date;Time;Payment;cogs;gross margin percentage;gross income;Rating
477;598-47-9715;C;Guarulhos;Normal;Homem;Acessorios eletronicos;84,07;4;16,81;353,09;03/07/2019;16:54;PIX;336,28;4,761904762;16,814;4,4
478;701-69-8742;B;Mogi das Cruzes;Normal;Homem;Esportes e viagens;34,37;10;17,19;360,89;3/16/2019;10:11;PIX;343,7;4,761904762;17,185;6,7
479;575-67-1508;A;Sao Paulo;Normal;Homem;Acessorios eletronicos;38,6;1;1,93;40,53;1/29/2019;11:26;PIX;38,6;4,761904762;1,93;6,7
480;541-08-3113;C;Guarulhos;Normal;Homem;Alimentos e bebidas;65,97;8;26,39;554,15;02/02/2019;20:29;Dinheiro;527,76;4,761904762;26,388;8,4
481;246-11-3901;C;Guarulhos;Normal;Mulher;Acessorios eletronicos;32,8;10;16,4;344,4;2/15/2019;12:12;Dinheiro;328;4,761904762;16,4;6,2
482;674-15-9296;A;Sao Paulo;Normal;Homem;Esportes e viagens;37,14;5;9,29;194,99;01/08/2019;13:05;PIX;185,7;4,761904762;9,285;5
483;305-18-3552;B;Mogi das Cruzes;Member;Homem;Casa e estilo de vida;60,38;10;30,19;633,99;02/12/2019;16:19;Dinheiro;603,8;4,761904762;30,19;6
484;493-65-6248;C;Guarulhos;Member;Mulher;Esportes e viagens;36,98;10;18,49;388,29;01/01/2019;19:48;Cartao de Credito;369,8;4,761904762;18,49;7
485;438-01-4015;B;Mogi das Cruzes;Member;Mulher;Esportes e viagens;49,49;4;9,9;207,86;3/21/2019;15:25;PIX;197,96;4,761904762;9,898;6,6
486;709-58-4068;B;Mogi das Cruzes;Normal;Mulher;Acessorios de Moda;41,09;10;20,55;431,45;2/28/2019;14:42;Dinheiro;410,9;4,761904762;20,545;7,3
487;795-49-7276;A;Sao Paulo;Normal;Homem;Acessorios de Moda;37,15;4;7,43;156,03;3/23/2019;18:59;PIX;148,6;4,761904762;7,43;8,3
488;556-72-8512;C;Guarulhos;Normal;Homem;Casa e estilo de vida;22,96;1;1,15;24,11;1/30/2019;20:47;Dinheiro;22,96;4,761904762;1,148;4,3
489;627-95-3243;B;Mogi das Cruzes;Member;Mulher;Casa e estilo de vida;77,68;9;34,96;734,08;02/04/2019;13:21;PIX;699,12;4,761904762;34,956;9,8
490;686-41-0932;B;Mogi das Cruzes;Normal;Mulher;Acessorios de Moda;34,7;2;3,47;72,87;3/13/2019;19:48;PIX;69,4;4,761904762;3,47;8,2
491;510-09-5628;A;Sao Paulo;Member;Mulher;Acessorios de Moda;19,66;10;9,83;206,43;3/15/2019;18:20;Cartao de Credito;196,6;4,761904762;9,83;7,2
492;608-04-3797;B;Mogi das Cruzes;Member;Mulher;Saude e beleza;25,32;8;10,13;212,69;03/05/2019;20:24;PIX;202,56;4,761904762;10,128;8,7
493;148-82-2527;C;Guarulhos;Member;Mulher;Casa e estilo de vida;12,12;10;6,06;127,26;03/05/2019;13:44;Cartao de Credito;121,2;4,761904762;6,06;8,4
494;437-53-3084;B;Mogi das Cruzes;Normal;Homem;Acessorios de Moda;99,89;2;9,99;209,77;2/26/2019;11:48;PIX;199,78;4,761904762;9,989;7,1
495;632-32-4574;B;Mogi das Cruzes;Normal;Homem;Esportes e viagens;75,92;8;30,37;637,73;3/20/2019;14:14;Dinheiro;607,36;4,761904762;30,368;5,5
496;556-97-7101;C;Guarulhos;Normal;Mulher;Acessorios eletronicos;63,22;2;6,32;132,76;01/01/2019;15:51;Dinheiro;126,44;4,761904762;6,322;8,5
497;862-59-8517;C;Guarulhos;Normal;Mulher;Alimentos e bebidas;90,24;6;27,07;568,51;1/27/2019;11:17;Dinheiro;541,44;4,761904762;27,072;6,2
498;401-18-8016;B;Mogi das Cruzes;Member;Mulher;Esportes e viagens;98,13;1;4,91;103,04;1/21/2019;17:36;Dinheiro;98,13;4,761904762;4,9065;8,9
499;420-18-8989;A;Sao Paulo;Member;Mulher;Esportes e viagens;51,52;8;20,61;432,77;02/02/2019;15:47;Dinheiro;412,16;4,761904762;20,608;9,6
500;277-63-2961;B;Mogi das Cruzes;Member;Homem;Esportes e viagens;73,97;1;3,7;77,67;02/03/2019;15:53;Cartao de Credito;73,97;4,761904762;3,6985;5,4
501;573-98-8548;C;Guarulhos;Member;Mulher;Acessorios de Moda;31,9;1;1,6;33,5;01/05/2019;12:40;PIX;31,9;4,761904762;1,595;9,1
502;620-02-2046;C;Guarulhos;Normal;Homem;Casa e estilo de vida;69,4;2;6,94;145,74;1/27/2019;19:48;PIX;138,8;4,761904762;6,94;9
503;282-35-2475;B;Mogi das Cruzes;Normal;Mulher;Esportes e viagens;93,31;2;9,33;195,95;3/25/2019;17:53;Dinheiro;186,62;4,761904762;9,331;6,3
504;511-54-3087;B;Mogi das Cruzes;Normal;Homem;Esportes e viagens;88,45;1;4,42;92,87;2/25/2019;16:36;Cartao de Credito;88,45;4,761904762;4,4225;9,5
505;726-29-6793;A;Sao Paulo;Member;Homem;Acessorios eletronicos;24,18;8;9,67;203,11;1/28/2019;20:54;PIX;193,44;4,761904762;9,672;9,8
506;387-49-4215;B;Mogi das Cruzes;Member;Mulher;Esportes e viagens;48,5;3;7,28;152,78;01/08/2019;12:50;Dinheiro;145,5;4,761904762;7,275;6,7
507;862-17-9201;B;Mogi das Cruzes;Normal;Mulher;Alimentos e bebidas;84,05;6;25,22;529,52;1/29/2019;10:48;Cartao de Credito;504,3;4,761904762;25,215;7,7
508;291-21-5991;B;Mogi das Cruzes;Member;Homem;Saude e beleza;61,29;5;15,32;321,77;3/29/2019;14:28;Dinheiro;306,45;4,761904762;15,3225;7
509;602-80-9671;C;Guarulhos;Member;Mulher;Casa e estilo de vida;15,95;6;4,79;100,49;02/09/2019;17:15;Cartao de Credito;95,7;4,761904762;4,785;5,1
510;347-72-6115;B;Mogi das Cruzes;Member;Mulher;Esportes e viagens;90,74;7;31,76;666,94;1/16/2019;18:03;Cartao de Credito;635,18;4,761904762;31,759;6,2
511;209-61-0206;A;Sao Paulo;Normal;Mulher;Casa e estilo de vida;42,91;5;10,73;225,28;01/05/2019;17:29;PIX;214,55;4,761904762;10,7275;6,1
512;595-27-4851;A;Sao Paulo;Normal;Mulher;Acessorios de Moda;54,28;7;19;398,96;1/27/2019;18:05;PIX;379,96;4,761904762;18,998;9,3
513;189-52-0236;A;Sao Paulo;Normal;Homem;Acessorios eletronicos;99,55;7;34,84;731,69;3/14/2019;12:07;Dinheiro;696,85;4,761904762;34,8425;7,6
514;503-07-0930;C;Guarulhos;Member;Homem;Esportes e viagens;58,39;7;20,44;429,17;2/23/2019;19:49;Cartao de Credito;408,73;4,761904762;20,4365;8,2
515;413-20-6708;C;Guarulhos;Member;Mulher;Acessorios de Moda;51,47;1;2,57;54,04;3/18/2019;15:52;PIX;51,47;4,761904762;2,5735;8,5
516;425-85-2085;B;Mogi das Cruzes;Member;Homem;Saude e beleza;54,86;5;13,72;288,02;3/29/2019;16:48;PIX;274,3;4,761904762;13,715;9,8
517;521-18-7827;C;Guarulhos;Member;Homem;Casa e estilo de vida;39,39;5;9,85;206,8;1/22/2019;20:46;Cartao de Credito;196,95;4,761904762;9,8475;8,7
518;220-28-1851;A;Sao Paulo;Normal;Homem;Casa e estilo de vida;34,73;2;3,47;72,93;03/01/2019;18:14;PIX;69,46;4,761904762;3,473;9,7
519;600-38-9738;C;Guarulhos;Member;Homem;Esportes e viagens;71,92;5;17,98;377,58;1/17/2019;15:05;Cartao de Credito;359,6;4,761904762;17,98;4,3
520;734-91-1155;B;Mogi das Cruzes;Normal;Mulher;Acessorios eletronicos;45,71;3;6,86;143,99;3/26/2019;10:34;Cartao de Credito;137,13;4,761904762;6,8565;7,7
521;451-28-5717;C;Guarulhos;Member;Mulher;Casa e estilo de vida;83,17;6;24,95;523,97;3/20/2019;11:23;Dinheiro;499,02;4,761904762;24,951;7,3
522;609-81-8548;A;Sao Paulo;Member;Mulher;Casa e estilo de vida;37,44;6;11,23;235,87;02/06/2019;13:55;Cartao de Credito;224,64;4,761904762;11,232;5,9
523;133-14-7229;C;Guarulhos;Normal;Homem;Saude e beleza;62,87;2;6,29;132,03;01/01/2019;11:43;Dinheiro;125,74;4,761904762;6,287;5
524;534-01-4457;A;Sao Paulo;Normal;Homem;Alimentos e bebidas;81,71;6;24,51;514,77;1/27/2019;14:36;Cartao de Credito;490,26;4,761904762;24,513;8
525;719-89-8991;A;Sao Paulo;Member;Mulher;Esportes e viagens;91,41;5;22,85;479,9;2/25/2019;16:03;PIX;457,05;4,761904762;22,8525;7,1
526;286-62-6248;B;Mogi das Cruzes;Normal;Homem;Acessorios de Moda;39,21;4;7,84;164,68;1/16/2019;20:03;Cartao de Credito;156,84;4,761904762;7,842;9
527;339-38-9982;B;Mogi das Cruzes;Member;Homem;Acessorios de Moda;59,86;2;5,99;125,71;1/13/2019;14:55;PIX;119,72;4,761904762;5,986;6,7
528;827-44-5872;B;Mogi das Cruzes;Member;Mulher;Alimentos e bebidas;54,36;10;27,18;570,78;02/07/2019;11:28;Cartao de Credito;543,6;4,761904762;27,18;6,1
529;827-77-7633;A;Sao Paulo;Normal;Homem;Esportes e viagens;98,09;9;44,14;926,95;2/17/2019;19:41;Dinheiro;882,81;4,761904762;44,1405;9,3
530;287-83-1405;A;Sao Paulo;Normal;Homem;Saude e beleza;25,43;6;7,63;160,21;02/12/2019;19:01;PIX;152,58;4,761904762;7,629;7
531;435-13-4908;A;Sao Paulo;Member;Homem;Acessorios de Moda;86,68;8;34,67;728,11;1/24/2019;18:04;Cartao de Credito;693,44;4,761904762;34,672;7,2
532;857-67-9057;B;Mogi das Cruzes;Normal;Homem;Acessorios eletronicos;22,95;10;11,48;240,98;02/06/2019;19:20;PIX;229,5;4,761904762;11,475;8,2
533;236-27-1144;C;Guarulhos;Normal;Mulher;Alimentos e bebidas;16,31;9;7,34;154,13;3/26/2019;10:31;PIX;146,79;4,761904762;7,3395;8,4
534;892-05-6689;A;Sao Paulo;Normal;Mulher;Casa e estilo de vida;28,32;5;7,08;148,68;03/11/2019;13:28;PIX;141,6;4,761904762;7,08;6,2
535;583-41-4548;C;Guarulhos;Normal;Homem;Casa e estilo de vida;16,67;7;5,83;122,52;02/07/2019;11:36;PIX;116,69;4,761904762;5,8345;7,4
536;339-12-4827;B;Mogi das Cruzes;Member;Mulher;Acessorios de Moda;73,96;1;3,7;77,66;01/05/2019;11:32;Cartao de Credito;73,96;4,761904762;3,698;5
537;643-38-7867;A;Sao Paulo;Normal;Homem;Casa e estilo de vida;97,94;1;4,9;102,84;03/07/2019;11:44;PIX;97,94;4,761904762;4,897;6,9
538;308-81-0538;A;Sao Paulo;Normal;Mulher;Acessorios de Moda;73,05;4;14,61;306,81;2/25/2019;17:16;Cartao de Credito;292,2;4,761904762;14,61;4,9
539;358-88-9262;C;Guarulhos;Member;Mulher;Alimentos e bebidas;87,48;6;26,24;551,12;02/01/2019;18:43;PIX;524,88;4,761904762;26,244;5,1
540;460-35-4390;A;Sao Paulo;Normal;Homem;Casa e estilo de vida;30,68;3;4,6;96,64;1/22/2019;11:00;PIX;92,04;4,761904762;4,602;9,1
541;343-87-0864;C;Guarulhos;Member;Homem;Saude e beleza;75,88;1;3,79;79,67;01/03/2019;10:30;Cartao de Credito;75,88;4,761904762;3,794;7,1
542;173-50-1108;B;Mogi das Cruzes;Member;Mulher;Esportes e viagens;20,18;4;4,04;84,76;2/13/2019;12:14;Cartao de Credito;80,72;4,761904762;4,036;5
543;243-47-2663;C;Guarulhos;Member;Homem;Acessorios eletronicos;18,77;6;5,63;118,25;1/28/2019;16:43;Cartao de Credito;112,62;4,761904762;5,631;5,5
544;841-18-8232;B;Mogi das Cruzes;Normal;Mulher;Alimentos e bebidas;71,2;1;3,56;74,76;01/05/2019;20:40;Cartao de Credito;71,2;4,761904762;3,56;9,2
545;701-23-5550;B;Mogi das Cruzes;Member;Homem;Casa e estilo de vida;38,81;4;7,76;163;3/19/2019;13:40;PIX;155,24;4,761904762;7,762;4,9
546;647-50-1224;A;Sao Paulo;Normal;Mulher;Acessorios de Moda;29,42;10;14,71;308,91;01/12/2019;16:23;PIX;294,2;4,761904762;14,71;8,9
547;541-48-8554;A;Sao Paulo;Normal;Homem;Esportes e viagens;60,95;9;27,43;575,98;01/07/2019;12:08;Cartao de Credito;548,55;4,761904762;27,4275;6
548;539-21-7227;B;Mogi das Cruzes;Normal;Mulher;Esportes e viagens;51,54;5;12,89;270,59;1/26/2019;17:45;Dinheiro;257,7;4,761904762;12,885;4,2
549;213-32-1216;A;Sao Paulo;Normal;Mulher;Acessorios eletronicos;66,06;6;19,82;416,18;1/23/2019;10:28;Dinheiro;396,36;4,761904762;19,818;7,3
550;747-58-7183;B;Mogi das Cruzes;Normal;Homem;Acessorios de Moda;57,27;3;8,59;180,4;02/09/2019;20:31;PIX;171,81;4,761904762;8,5905;6,5
551;582-52-8065;B;Mogi das Cruzes;Normal;Mulher;Acessorios de Moda;54,31;9;24,44;513,23;2/22/2019;10:49;Dinheiro;488,79;4,761904762;24,4395;8,9
552;210-57-1719;B;Mogi das Cruzes;Normal;Mulher;Saude e beleza;58,24;9;26,21;550,37;02/05/2019;12:34;Dinheiro;524,16;4,761904762;26,208;9,7
553;399-69-4630;C;Guarulhos;Normal;Homem;Acessorios eletronicos;22,21;6;6,66;139,92;03/07/2019;10:23;Cartao de Credito;133,26;4,761904762;6,663;8,6
554;134-75-2619;A;Sao Paulo;Member;Homem;Acessorios eletronicos;19,32;7;6,76;142;3/25/2019;18:51;Dinheiro;135,24;4,761904762;6,762;6,9
555;356-44-8813;B;Mogi das Cruzes;Normal;Homem;Casa e estilo de vida;37,48;3;5,62;118,06;1/20/2019;13:45;Cartao de Credito;112,44;4,761904762;5,622;7,7
556;198-66-9832;B;Mogi das Cruzes;Member;Mulher;Acessorios de Moda;72,04;2;7,2;151,28;02/04/2019;19:38;Dinheiro;144,08;4,761904762;7,204;9,5
557;283-26-5248;C;Guarulhos;Member;Mulher;Alimentos e bebidas;98,52;10;49,26;1034,46;1/30/2019;20:23;PIX;985,2;4,761904762;49,26;4,5
558;712-39-0363;A;Sao Paulo;Member;Homem;Alimentos e bebidas;41,66;6;12,5;262,46;01/02/2019;15:24;PIX;249,96;4,761904762;12,498;5,6
559;218-59-9410;A;Sao Paulo;Member;Mulher;Casa e estilo de vida;72,42;3;10,86;228,12;3/29/2019;16:54;PIX;217,26;4,761904762;10,863;8,2
560;174-75-0888;B;Mogi das Cruzes;Normal;Homem;Acessorios eletronicos;21,58;9;9,71;203,93;3/14/2019;12:32;Dinheiro;194,22;4,761904762;9,711;7,3
561;866-99-7614;C;Guarulhos;Normal;Homem;Alimentos e bebidas;89,2;10;44,6;936,6;02/11/2019;15:42;Cartao de Credito;892;4,761904762;44,6;4,4
562;134-54-4720;B;Mogi das Cruzes;Normal;Mulher;Acessorios eletronicos;42,42;8;16,97;356,33;1/30/2019;13:58;PIX;339,36;4,761904762;16,968;5,7
563;760-90-2357;A;Sao Paulo;Member;Homem;Acessorios eletronicos;74,51;6;22,35;469,41;3/20/2019;15:08;PIX;447,06;4,761904762;22,353;5
564;514-37-2845;B;Mogi das Cruzes;Normal;Homem;Acessorios de Moda;99,25;2;9,93;208,43;3/20/2019;13:02;Dinheiro;198,5;4,761904762;9,925;9
565;698-98-5964;A;Sao Paulo;Normal;Mulher;Alimentos e bebidas;81,21;10;40,61;852,71;1/17/2019;13:01;Cartao de Credito;812,1;4,761904762;40,605;6,3
566;718-57-9773;C;Guarulhos;Normal;Mulher;Esportes e viagens;49,33;10;24,67;517,97;02/03/2019;16:40;Cartao de Credito;493,3;4,761904762;24,665;9,4
567;651-88-7328;A;Sao Paulo;Normal;Mulher;Acessorios de Moda;65,74;9;29,58;621,24;01/01/2019;13:55;Dinheiro;591,66;4,761904762;29,583;7,7
568;241-11-2261;B;Mogi das Cruzes;Normal;Mulher;Acessorios de Moda;79,86;7;27,95;586,97;01/10/2019;10:33;Cartao de Credito;559,02;4,761904762;27,951;5,5
569;408-26-9866;C;Guarulhos;Normal;Mulher;Esportes e viagens;73,98;7;25,89;543,75;03/02/2019;16:42;PIX;517,86;4,761904762;25,893;4,1
570;834-83-1826;B;Mogi das Cruzes;Member;Mulher;Casa e estilo de vida;82,04;5;20,51;430,71;2/25/2019;17:16;Cartao de Credito;410,2;4,761904762;20,51;7,6
571;343-61-3544;B;Mogi das Cruzes;Member;Homem;Esportes e viagens;26,67;10;13,34;280,04;1/29/2019;11:48;Dinheiro;266,7;4,761904762;13,335;8,6
572;239-48-4278;A;Sao Paulo;Member;Homem;Alimentos e bebidas;10,13;7;3,55;74,46;03/10/2019;19:35;PIX;70,91;4,761904762;3,5455;8,3
573;355-34-6244;B;Mogi das Cruzes;Normal;Homem;Alimentos e bebidas;72,39;2;7,24;152,02;1/13/2019;19:55;Cartao de Credito;144,78;4,761904762;7,239;8,1
574;550-84-8664;A;Sao Paulo;Normal;Homem;Esportes e viagens;85,91;5;21,48;451,03;3/22/2019;14:33;Cartao de Credito;429,55;4,761904762;21,4775;8,6
575;339-96-8318;B;Mogi das Cruzes;Member;Homem;Acessorios de Moda;81,31;7;28,46;597,63;03/01/2019;19:49;PIX;569,17;4,761904762;28,4585;6,3
576;458-61-0011;B;Mogi das Cruzes;Normal;Homem;Alimentos e bebidas;60,3;4;12,06;253,26;2/20/2019;18:43;Dinheiro;241,2;4,761904762;12,06;5,8
577;592-34-6155;C;Guarulhos;Normal;Homem;Alimentos e bebidas;31,77;4;6,35;133,43;1/14/2019;14:43;PIX;127,08;4,761904762;6,354;6,2
578;797-88-0493;A;Sao Paulo;Normal;Mulher;Saude e beleza;64,27;4;12,85;269,93;3/26/2019;13:54;Dinheiro;257,08;4,761904762;12,854;7,7
579;207-73-1363;B;Mogi das Cruzes;Normal;Homem;Saude e beleza;69,51;2;6,95;145,97;03/01/2019;12:15;PIX;139,02;4,761904762;6,951;8,1
580;390-31-6381;C;Guarulhos;Normal;Homem;Alimentos e bebidas;27,22;3;4,08;85,74;01/07/2019;12:37;Dinheiro;81,66;4,761904762;4,083;7,3
581;443-82-0585;A;Sao Paulo;Member;Mulher;Saude e beleza;77,68;4;15,54;326,26;02/01/2019;19:54;Dinheiro;310,72;4,761904762;15,536;8,4
582;339-18-7061;C;Guarulhos;Member;Mulher;Acessorios de Moda;92,98;2;9,3;195,26;2/13/2019;15:06;Cartao de Credito;185,96;4,761904762;9,298;8
583;359-90-3665;B;Mogi das Cruzes;Member;Mulher;Acessorios de Moda;18,08;4;3,62;75,94;1/14/2019;18:03;Cartao de Credito;72,32;4,761904762;3,616;9,5
584;375-72-3056;B;Mogi das Cruzes;Normal;Homem;Esportes e viagens;63,06;3;9,46;198,64;1/19/2019;15:58;PIX;189,18;4,761904762;9,459;7
585;127-47-6963;A;Sao Paulo;Normal;Homem;Saude e beleza;51,71;4;10,34;217,18;03/09/2019;13:53;Cartao de Credito;206,84;4,761904762;10,342;9,8
586;278-86-2735;A;Sao Paulo;Normal;Mulher;Alimentos e bebidas;52,34;3;7,85;164,87;3/27/2019;14:03;Dinheiro;157,02;4,761904762;7,851;9,2
587;695-28-6250;A;Sao Paulo;Normal;Mulher;Esportes e viagens;43,06;5;10,77;226,07;02/04/2019;16:38;PIX;215,3;4,761904762;10,765;7,7
588;379-17-6588;C;Guarulhos;Normal;Homem;Acessorios de Moda;59,61;10;29,81;625,91;3/14/2019;11:07;Dinheiro;596,1;4,761904762;29,805;5,3
589;227-50-3718;A;Sao Paulo;Normal;Homem;Saude e beleza;14,62;5;3,66;76,76;03/04/2019;12:23;Dinheiro;73,1;4,761904762;3,655;4,4
590;302-15-2162;C;Guarulhos;Member;Homem;Saude e beleza;46,53;6;13,96;293,14;03/03/2019;10:54;Cartao de Credito;279,18;4,761904762;13,959;4,3
591;788-07-8452;C;Guarulhos;Member;Mulher;Casa e estilo de vida;24,24;7;8,48;178,16;1/27/2019;17:38;PIX;169,68;4,761904762;8,484;9,4
592;560-49-6611;A;Sao Paulo;Member;Mulher;Esportes e viagens;45,58;1;2,28;47,86;02/07/2019;14:13;Dinheiro;45,58;4,761904762;2,279;9,8
593;880-35-0356;A;Sao Paulo;Member;Mulher;Esportes e viagens;75,2;3;11,28;236,88;02/05/2019;11:51;PIX;225,6;4,761904762;11,28;4,8
594;585-11-6748;B;Mogi das Cruzes;Member;Homem;Esportes e viagens;96,8;3;14,52;304,92;3/15/2019;13:05;Dinheiro;290,4;4,761904762;14,52;5,3
595;470-31-3286;B;Mogi das Cruzes;Normal;Homem;Saude e beleza;14,82;3;2,22;46,68;03/01/2019;11:30;Cartao de Credito;44,46;4,761904762;2,223;8,7
596;152-68-2907;A;Sao Paulo;Normal;Homem;Alimentos e bebidas;52,2;3;7,83;164,43;2/15/2019;13:30;Cartao de Credito;156,6;4,761904762;7,83;9,5
597;123-35-4896;C;Guarulhos;Normal;Mulher;Esportes e viagens;46,66;9;21;440,94;2/17/2019;19:11;PIX;419,94;4,761904762;20,997;5,3
598;258-69-7810;C;Guarulhos;Normal;Mulher;Acessorios de Moda;36,85;5;9,21;193,46;1/26/2019;18:53;Dinheiro;184,25;4,761904762;9,2125;9,2
599;334-64-2006;A;Sao Paulo;Member;Mulher;Casa e estilo de vida;70,32;2;7,03;147,67;3/24/2019;14:22;PIX;140,64;4,761904762;7,032;9,6
600;219-61-4139;C;Guarulhos;Normal;Homem;Acessorios eletronicos;83,08;1;4,15;87,23;1/23/2019;17:16;PIX;83,08;4,761904762;4,154;6,4
601;881-41-7302;C;Guarulhos;Normal;Mulher;Acessorios de Moda;64,99;1;3,25;68,24;1/26/2019;10:06;Cartao de Credito;64,99;4,761904762;3,2495;4,5
602;373-09-4567;C;Guarulhos;Normal;Homem;Alimentos e bebidas;77,56;10;38,78;814,38;3/14/2019;20:35;PIX;775,6;4,761904762;38,78;6,9
603;642-30-6693;B;Mogi das Cruzes;Normal;Mulher;Esportes e viagens;54,51;6;16,35;343,41;3/17/2019;13:54;PIX;327,06;4,761904762;16,353;7,8
604;484-22-8230;C;Guarulhos;Member;Mulher;Acessorios de Moda;51,89;7;18,16;381,39;01/08/2019;20:08;Dinheiro;363,23;4,761904762;18,1615;4,5
605;830-58-2383;B;Mogi das Cruzes;Normal;Homem;Casa e estilo de vida;31,75;4;6,35;133,35;02/08/2019;15:26;Dinheiro;127;4,761904762;6,35;8,6
606;559-98-9873;A;Sao Paulo;Member;Mulher;Acessorios de Moda;53,65;7;18,78;394,33;02/10/2019;12:56;PIX;375,55;4,761904762;18,7775;5,2
607;544-32-5024;C;Guarulhos;Member;Mulher;Alimentos e bebidas;49,79;4;9,96;209,12;3/28/2019;19:16;Cartao de Credito;199,16;4,761904762;9,958;6,4
608;318-12-0304;A;Sao Paulo;Normal;Homem;Acessorios de Moda;30,61;1;1,53;32,14;1/23/2019;12:20;PIX;30,61;4,761904762;1,5305;5,2
609;349-97-8902;B;Mogi das Cruzes;Member;Homem;Alimentos e bebidas;57,89;2;5,79;121,57;1/17/2019;10:37;PIX;115,78;4,761904762;5,789;8,9
610;421-95-9805;A;Sao Paulo;Normal;Mulher;Acessorios eletronicos;28,96;1;1,45;30,41;02/07/2019;10:18;Cartao de Credito;28,96;4,761904762;1,448;6,2
611;277-35-5865;C;Guarulhos;Member;Mulher;Alimentos e bebidas;98,97;9;44,54;935,27;03/09/2019;11:23;Dinheiro;890,73;4,761904762;44,5365;6,7
612;789-23-8625;B;Mogi das Cruzes;Member;Homem;Acessorios de Moda;93,22;3;13,98;293,64;1/24/2019;11:45;Dinheiro;279,66;4,761904762;13,983;7,2
613;284-54-4231;C;Guarulhos;Member;Homem;Esportes e viagens;80,93;1;4,05;84,98;1/19/2019;16:08;Cartao de Credito;80,93;4,761904762;4,0465;9
614;443-59-0061;A;Sao Paulo;Member;Homem;Alimentos e bebidas;67,45;10;33,73;708,23;02/03/2019;11:25;PIX;674,5;4,761904762;33,725;4,2
615;509-29-3912;A;Sao Paulo;Member;Mulher;Esportes e viagens;38,72;9;17,42;365,9;3/20/2019;12:24;PIX;348,48;4,761904762;17,424;4,2
616;327-40-9673;B;Mogi das Cruzes;Member;Homem;Esportes e viagens;72,6;6;21,78;457,38;1/13/2019;19:51;Dinheiro;435,6;4,761904762;21,78;6,9
617;840-19-2096;C;Guarulhos;Member;Homem;Acessorios eletronicos;87,91;5;21,98;461,53;3/14/2019;18:10;PIX;439,55;4,761904762;21,9775;4,4
618;828-46-6863;A;Sao Paulo;Member;Homem;Alimentos e bebidas;98,53;6;29,56;620,74;1/23/2019;11:22;Cartao de Credito;591,18;4,761904762;29,559;4
619;641-96-3695;C;Guarulhos;Member;Mulher;Acessorios de Moda;43,46;6;13,04;273,8;02/07/2019;17:55;PIX;260,76;4,761904762;13,038;8,5
620;420-97-3340;A;Sao Paulo;Normal;Mulher;Alimentos e bebidas;71,68;3;10,75;225,79;3/28/2019;15:30;Cartao de Credito;215,04;4,761904762;10,752;9,2
621;436-54-4512;A;Sao Paulo;Member;Mulher;Alimentos e bebidas;91,61;1;4,58;96,19;3/20/2019;19:44;Dinheiro;91,61;4,761904762;4,5805;9,8
622;670-79-6321;B;Mogi das Cruzes;Member;Mulher;Casa e estilo de vida;94,59;7;33,11;695,24;1/17/2019;15:27;Cartao de Credito;662,13;4,761904762;33,1065;4,9
623;852-62-7105;B;Mogi das Cruzes;Normal;Mulher;Acessorios de Moda;83,25;10;41,63;874,13;01/12/2019;11:25;Cartao de Credito;832,5;4,761904762;41,625;4,4
624;598-06-7312;B;Mogi das Cruzes;Member;Homem;Acessorios de Moda;91,35;1;4,57;95,92;2/16/2019;15:42;Dinheiro;91,35;4,761904762;4,5675;6,8
625;135-13-8269;B;Mogi das Cruzes;Member;Mulher;Alimentos e bebidas;78,88;2;7,89;165,65;1/26/2019;16:04;Dinheiro;157,76;4,761904762;7,888;9,1
626;816-57-2053;A;Sao Paulo;Normal;Homem;Esportes e viagens;60,87;2;6,09;127,83;03/09/2019;12:37;PIX;121,74;4,761904762;6,087;8,7
627;628-90-8624;B;Mogi das Cruzes;Member;Homem;Saude e beleza;82,58;10;41,29;867,09;3/14/2019;14:41;Dinheiro;825,8;4,761904762;41,29;5
628;856-66-2701;A;Sao Paulo;Member;Homem;Casa e estilo de vida;53,3;3;8;167,9;1/25/2019;14:19;PIX;159,9;4,761904762;7,995;7,5
629;308-39-1707;A;Sao Paulo;Normal;Mulher;Acessorios de Moda;12,09;1;0,6;12,69;1/26/2019;18:19;Cartao de Credito;12,09;4,761904762;0,6045;8,2
630;149-61-1929;A;Sao Paulo;Normal;Homem;Esportes e viagens;64,19;10;32,1;674;1/19/2019;14:08;Cartao de Credito;641,9;4,761904762;32,095;6,7
631;655-07-2265;A;Sao Paulo;Normal;Homem;Acessorios eletronicos;78,31;3;11,75;246,68;03/05/2019;16:38;PIX;234,93;4,761904762;11,7465;5,4
632;589-02-8023;A;Sao Paulo;Member;Homem;Alimentos e bebidas;83,77;2;8,38;175,92;1/15/2019;10:54;Cartao de Credito;167,54;4,761904762;8,377;7
633;420-04-7590;B;Mogi das Cruzes;Normal;Homem;Casa e estilo de vida;99,7;3;14,96;314,06;3/18/2019;11:29;PIX;299,1;4,761904762;14,955;4,7
634;182-88-2763;B;Mogi das Cruzes;Member;Homem;Alimentos e bebidas;79,91;3;11,99;251,72;3/20/2019;19:28;Cartao de Credito;239,73;4,761904762;11,9865;5
635;188-55-0967;B;Mogi das Cruzes;Member;Homem;Saude e beleza;66,47;10;33,24;697,94;1/15/2019;15:01;Cartao de Credito;664,7;4,761904762;33,235;5
